"OverallQual","BedroomAbvGr","Fireplaces","FullBath","OpenPorchSF","BsmtFinSF1","LotFrontage","LotArea","HalfBath","WoodDeckSF","TotRmsAbvGrd","SalePrice","OverallCond","GrLivArea","houseAge","CentralAir_Y","BsmtQual_Fa","BsmtQual_Gd","BsmtQual_TA","HouseStyle_1Story","HouseStyle_2.5Story","HouseStyle_2Story","HeatingQC_Fa","HeatingQC_Gd","HeatingQC_TA","GarageType_Detchd","GarageType_noGarage","RoofMatl_notCompShg","PavedDrive_P","PavedDrive_Y","SaleType_WD","RoofStyle_notGable","Exterior1st_OtherSd","Exterior1st_VinylSd","ExterQual_TA","ExterCond_TA","Utilities_","Heating_GasW","Heating_Grav","Heating_OthW","Heating_Wall","LotConfig_CulDSac","LotConfig_FR2","LotConfig_Inside","LotShape_IR2","LotShape_IR3","LotShape_Reg","KitchenQual_Fa","KitchenQual_Gd","KitchenQual_TA","BsmtFinType1_BLQ","BsmtFinType1_GLQ","BsmtFinType1_Unf","BsmtCond_TA","Foundation_CBlock","Foundation_PConc","Electrical_SBrkr","BldgType_2fmCon","BldgType_Duplex","BldgType_Twnhs","Neighbor_Edwards","Neighbor_OldTown","sample_id"
5,2,0,1,0,0,8520,60,0,0,5,100000,6,968,84,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,202
7,3,0,2,238,0,11426,63,1,280,6,200000,5,2082,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,203
10,4,2,2,260,0,22950,90,1,0,12,475000,9,3608,114,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,204
6,5,0,1,198,0,5520,92,0,0,8,104000,6,2229,97,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,205
6,2,0,2,0,617,7000,50,0,0,6,112000,6,1310,82,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,206
5,2,0,1,35,312,3500,50,1,0,5,110000,7,1284,62,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,207
4,3,0,1,172,0,9906,57,0,0,8,107000,4,1328,81,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,208
5,2,0,1,42,329,3880,40,0,58,4,110500,9,866,62,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,209
6,4,0,2,60,0,9142,69,0,0,9,137000,8,1928,96,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,210
5,2,0,1,45,0,12702,70,0,0,4,97000,5,882,52,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,211
5,3,0,1,0,234,5500,50,0,0,6,130000,7,1316,81,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,212
5,2,0,1,0,0,5232,30,0,0,4,73000,5,764,83,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,213
7,3,1,3,0,0,18386,87,0,302,10,295000,9,3493,128,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,214
7,3,1,1,0,16,9600,60,1,0,6,178000,7,1641,81,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,215
3,3,0,1,98,256,5820,49,0,142,6,126175,8,1163,51,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,216
6,2,0,1,0,0,8520,60,0,106,5,105900,8,720,82,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,217
5,2,0,1,39,0,10134,60,0,0,5,109000,6,1034,67,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,218
7,3,2,1,0,0,3378,60,1,0,6,135000,8,1389,63,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,219
6,2,0,1,0,0,4400,40,0,0,6,116000,8,1118,86,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,220
3,2,0,1,176,331,6000,50,1,0,6,120000,7,1183,59,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,221
6,2,0,1,113,0,5684,70,0,0,5,110000,8,813,76,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,222
5,4,0,1,0,0,4571,34,0,0,7,98000,5,1344,92,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,223
4,2,0,1,72,168,5925,50,0,0,7,89471,7,1131,70,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,224
5,3,1,2,0,664,10800,60,0,142,10,160000,4,2414,106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,225
5,2,0,1,20,0,5784,50,0,144,4,91300,8,886,71,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,226
5,4,0,2,0,0,7596,60,0,0,10,124500,5,1960,57,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,227
4,3,0,2,114,0,10800,60,0,220,7,106250,7,1294,108,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,228
5,2,0,1,50,180,8235,49,0,140,4,125000,7,825,53,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,229
5,3,0,1,0,308,6000,50,0,0,5,112500,6,928,51,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,230
5,4,0,2,0,0,12150,81,0,0,7,131500,5,1795,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,231
6,3,0,1,158,0,3600,60,0,0,7,114504,7,1368,96,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,232
5,3,0,1,0,0,9000,50,0,0,8,124000,6,1750,126,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,233
5,3,0,2,0,0,6000,50,0,0,7,93000,4,1387,55,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,234
5,2,0,1,0,0,9022,52,0,316,5,109500,8,792,85,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,235
7,3,0,1,48,0,10800,60,1,0,8,159500,8,2554,117,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,236
7,2,2,1,341,390,10800,60,1,0,6,163000,7,1768,92,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,237
5,2,0,2,0,0,9600,60,0,270,7,132000,7,1432,97,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,238
7,4,1,1,0,0,11700,65,1,181,8,265979,7,2640,129,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,239
6,3,1,2,291,0,6300,35,0,0,9,128000,6,1484,94,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,240
5,4,0,2,0,686,10800,60,0,0,7,139000,6,1652,95,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,241
4,2,0,1,0,0,6000,50,0,0,4,107900,7,901,54,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,242
5,2,0,2,156,0,8100,90,0,40,11,106000,5,2138,111,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,243
4,2,0,1,32,0,6000,60,0,0,4,93000,4,936,56,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,244
5,2,0,1,116,338,8100,90,0,0,5,153500,6,1559,59,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,245
5,3,1,2,78,0,10440,60,0,70,8,157500,8,1539,104,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,246
5,4,1,1,0,0,12665,100,1,418,7,153900,8,1416,93,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,247
5,3,0,1,0,0,5720,52,1,26,5,66500,6,1131,68,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,248
5,2,0,1,0,1088,8820,98,0,48,7,124900,6,1869,119,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,249
3,2,0,1,0,0,5925,50,0,0,6,37900,6,968,99,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,250
6,2,0,1,0,0,5310,59,0,394,5,117000,8,1635,96,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,251
8,4,1,1,169,216,17671,121,1,0,8,168000,9,1742,127,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,252
5,2,0,1,20,0,5400,60,0,0,4,86000,6,691,87,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,253
5,2,0,1,0,324,9439,52,0,0,6,87000,5,1248,77,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,254
5,5,0,2,57,0,13600,85,0,0,10,90000,5,2337,107,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,255
5,3,1,2,21,626,10800,60,0,436,7,170000,8,1466,70,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,256
5,2,0,1,0,415,5400,90,0,0,4,117000,7,833,52,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,257
7,2,1,1,0,0,5700,67.6827309236948,0,0,5,116900,7,1111,82,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,258
7,3,0,1,0,624,9000,50,0,0,7,143000,9,1482,89,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,259
6,3,0,1,0,468,3950,67.6827309236948,0,0,5,115000,8,1224,83,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,260
5,2,1,1,0,821,10800,60,0,229,5,120000,6,1130,86,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,261
3,3,0,2,74,440,10615,107,0,0,7,95000,5,1699,109,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,262
5,3,0,1,0,0,9600,60,0,0,6,125000,8,1472,82,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,263
7,3,1,1,0,0,8850,65,0,0,7,144000,6,1690,90,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,264
7,4,1,1,0,0,10120,60,1,0,9,122000,4,1889,97,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,265
5,4,0,2,287,0,6600,60,0,0,11,107500,4,2372,117,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,266
5,2,0,1,36,144,12000,100,0,0,6,147000,7,1122,60,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,267
6,5,2,2,547,493,10440,60,0,0,8,256000,7,2792,88,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,268
4,2,0,1,20,0,4118,153,0,0,4,52500,4,693,65,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,269
8,4,0,2,54,259,5250,50,0,0,8,122000,5,2358,136,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,270
4,2,0,1,0,315,5400,90,0,0,6,105000,6,1374,89,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,271
7,4,0,1,0,0,7200,60,1,36,8,157000,7,1762,86,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,272
6,5,1,2,15,168,8520,60,0,88,10,136000,7,2526,91,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,273
6,3,1,2,25,0,10800,60,0,0,7,163000,7,1912,103,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,274
3,3,0,1,0,0,10410,60,0,216,6,105000,4,1214,91,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,275
4,3,0,1,0,0,7740,60,0,0,6,125500,7,1363,100,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,276
4,4,0,2,0,0,11340,60,0,0,11,122500,6,2290,125,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,277
5,2,2,1,0,510,7200,60,0,0,4,119000,7,804,70,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,278
5,2,0,1,0,1088,8820,98,0,48,7,124900,6,1869,119,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,279
